8906267,Scanner Operator,Ayr QLD,"This exciting vacancy is opened up for a self-motivated, organized persons with basic computer and Internet skills. To support your efforts, our company will",https://jobsearch.gov.au/Job/View/Details/2275201461?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://jobsearch.gov.au/Job/View/Details/2275201461,,,,,,,,,,,,,05_04_2016,Just posted,"Scanner Operator - AYR
Education:
The most common level of educational attainment for Other Sales Support Workers is Bachelor degree (65.7 per cent).
Description:
This unit group covers Sales Support Workers not elsewhere classified.
For information about working in Australia contact theDepartment of Immigration and Border ProtectionExternal link. Opens in a new window.
Warning:Jobs may be filled by the time you make an enquiry
- Indemnification of major expenses (cell phone, Internet, etc.);
- Active phone and e-mail support;
- Free schedule;
- Equipment;
To support your efforts, our company will offer you:
This exciting vacancy is opened up for a self-motivated, organized persons with basic computer and Internet skills.
Sign in with AusKey to manage your wage subsidy
Wage subsidy
Sign in or register as an employer
Employer
Sign in or register as a job seeker through myGov
Job seeker
Search for jobs in the resources sector right across Australia
Resources Sector Jobs Board
Helping young people to start work or continue their education
Transition to Work
Get real life work experience for up to 4 weeks to gain skills and confidence
National Work Experience Programme
Find activities to build new skills, experience and confidence
Work for the dole
Be your own boss with the New Enterprise Incentive Scheme
Start your own business
Find out your rights if you’re going to have a baby
Support for working parents
Search for jobs for Indigenous Australians
Indigenous jobs
Find work harvesting fruit and vegies
Harvest jobs
Find out how jobactive works
jobactive for job seekers
Your local jobactive provider can help you find and keep a job
Find a provider
Thousands of jobs online right now
Find a job
Trial a job seeker through work experience before you hire them
National Work Experience Programme
Get help to employ workers with disability
Hire people with disability
Get help with your payroll to employ new staff
Get a wage subsidy
All you need to know about hiring an apprentice
Hire an apprentice
Get up to $10,000 for hiring a mature age worker
Restart for over 50s
The latest news in recruitment
jobactive blog
Find out how jobactive works
jobactive for employers
Your local provider can help find candidates at no cost to you
Get help with your recruitment
Advertise to thousands of candidates at no cost to you
Advertise a job
",04-05-2016_11:20,,,,,
1222933,Recruitment Administration Officer,Albury NSW,"Ability to undertake reasonable travel in accordance with the duties of the position. Demonstrated experience in the interpretation of relevant Awards, Policies...",https://nswhealth.erecruit.com.au/ViewPosition.aspx?Id=321506&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://nswhealth.erecruit.com.au/ViewPosition.aspx?Id=321506,Murrumbidgee Local Health District,,,,,,,,,,,,05_04_2016,Just posted,"The position of Recruitment Administation Officer is responsible for the provision of contracts of employment and various recruitment and Workforce Operations applications and processes within the Recruitment Unit.  The position reports to Team Leader-Recruitment Services and provides support to the Recruitment & Staff Scheduling Manager.
",04-05-2016_11:20,,,,,
6999426,Customer Relations Management Representative,Sydney Western Suburbs NSW,You will be responsible for establishing relationships with new customers and maintaining relationships with existing customers....,http://www.careermums.com.au/job-298675-Customer-Relations-Management-Representative?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://www.careermums.com.au/job-298675-Customer-Relations-Management-Representative,,,,,,,victoria.hassard@hays.com.au,02 6161 0128,,,,,05_04_2016,Just posted,"Job Classification
Victoria HassardHays0296893099
Not mentioned
Print manufacturer based in the Hills District is looking for a Customer Relations Management RepresentativeYour new companyJoin a leading print manufacturer based in the Hills District in Western Sydney. They are a global company with 30 sites worldwide employing more than 3,000 people.Your new roleYou will be responsible for establishing relationships with new customers and maintaining relationships with existing customers. You will be required to give excellent customer service at all times while processing orders. You will be dealing with a large volume of customer queries ranging from order entry and acknowledgment to complaints and you will be liaising with customers, internal staff, logistics and warehouse.What you'll need to succeedYou will have proven experience in customer service and order entry in SAP or ORACLE. You will be hard working, ambitious and have high level attention to detail. You will also be able to adapt to different situations and be able to provide customers with solutions. You must be capable of working in a fast paced environment and have the ability to work to tight deadlines as the pick-list must be delivered to the warehouse by 16:00 everyday with no exceptions.What you'll get in returnYou will have the opportunity to immediately join a global manufacturing company based locally in the Hills District. You will receive a 1 year contract which will pay $25- $27 per hour dependent on experience. Onsite parking and kitchen facilities are also available.What you need to do nowIf you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV to victoria.hassard@hays.com.au or call us now 0296893099.If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.
Hourly Rate$26 - $30 per hour
Work Type :Full TimeIndustry & Position :Transport & Logistics , Warehouse & DistributionLocation & Area :NSW , Sydney - West


Email:info@careermums.com.au
Telephone:02 6161 0128

",04-05-2016_11:20,,,,,
7755431,Cleaners,Croydon NSW,Drivers Licence and own car is essential. Employer based in Lidcombe is looking for cleaners....,https://jobsearch.gov.au/Job/View/Details/2275202316?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://jobsearch.gov.au/Job/View/Details/2275202316,,,,,,,,,,,,,05_04_2016,Just posted,"Cleaners - CROYDON
Education:
The most common level of educational attainment for Commercial Cleaners is Years 11 and 10 (32.7 per cent).
Description:
Commercial Cleaners clean offices, residential complexes, hospitals, schools, industrial work areas, industrial machines, construction sites and other commercial premises using heavy duty cleaning equipment.
For information about working in Australia contact theDepartment of Immigration and Border ProtectionExternal link. Opens in a new window.
Warning:Jobs may be filled by the time you make an enquiry

Drivers Licence and own car is essential.  Experience is a desirable but not essential.
Monday through to Friday. $20 per hour. Min hours per week 20 hours.
Employer based in Lidcombe is looking for cleaners. Two shifts available. AM shift is to clean new office space that has been completed from renovations or construction. PM shift is to clean established office space.
Sign in with AusKey to manage your wage subsidy
Wage subsidy
Sign in or register as an employer
Employer
Sign in or register as a job seeker through myGov
Job seeker
Search for jobs in the resources sector right across Australia
Resources Sector Jobs Board
Helping young people to start work or continue their education
Transition to Work
Get real life work experience for up to 4 weeks to gain skills and confidence
National Work Experience Programme
Find activities to build new skills, experience and confidence
Work for the dole
Be your own boss with the New Enterprise Incentive Scheme
Start your own business
Find out your rights if you’re going to have a baby
Support for working parents
Search for jobs for Indigenous Australians
Indigenous jobs
Find work harvesting fruit and vegies
Harvest jobs
Find out how jobactive works
jobactive for job seekers
Your local jobactive provider can help you find and keep a job
Find a provider
Thousands of jobs online right now
Find a job
Trial a job seeker through work experience before you hire them
National Work Experience Programme
Get help to employ workers with disability
Hire people with disability
Get help with your payroll to employ new staff
Get a wage subsidy
All you need to know about hiring an apprentice
Hire an apprentice
Get up to $10,000 for hiring a mature age worker
Restart for over 50s
The latest news in recruitment
jobactive blog
Find out how jobactive works
jobactive for employers
Your local provider can help find candidates at no cost to you
Get help with your recruitment
Advertise to thousands of candidates at no cost to you
Advertise a job
",04-05-2016_11:20,,,,,
4355599,Optical Assistant - Neutral Bay,New South Wales,Flexible to work retail hours which may include some late nights and weekends. Specsavers is seeking a motivated individual who is sales oriented with a high...,http://opportunities.specsavers.com.au/job-details/?jobId=27916&sType=Indeed,http://opportunities.specsavers.com.au/job-details/?jobId=27916&sType=Indeed,Specsavers Optical Group,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/371c6535e9b57930da2e0b1af19ba06a.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,371c6535e9b57930da2e0b1af19ba06a.png,/cmp/Specsavers?from=SERP&campaignid=serp-linkcompanyname&fromjk=dc3bfaa2aca19b0a&jcid=23448ae3e7dd4a72,05_04_2016,Just posted,"Optical Assistant - Neutral Bay
© Specsavers 2016. All rights reserved.
If you have what it takes to add value to our organisation, please click the APPLY button and attach your CV and cover letter outlining your skills and experience. Only shortlisted candidates will be contacted.
Specsavers is the fastest growing and most progressive optical retail company in Australia and New Zealand. We employ over 35,000 people worldwide and operate in 8 European countries. We believe in creating a positive, friendly store environment that's truly focused on giving each and every customer the best eyecare experience possible. We're owned and run by Optometrists who value personal development and integrity. Our employees, like our customers, are indispensable to our vision.No experience in optics? But you have a passion for optics and a willingness to undergo training and qualifications with us to become an optical assistant? As part of a retailer that actively encourages staff training and development, this could be the beginning of an exciting career - taking you further than you ever imagined.
This is an amazing opportunity for a confident, hard working individual that has the following skills and attributes:
Specsavers is seeking a motivated individual who is sales oriented with a high level of customer service and/or retail experience to join our fast growing team.
",04-05-2016_11:20,,,,,
6113081,Commercial Cleaner and Office Worker,Yarra Glen VIC,"Clean rooms, make beds, general office work, bookings, looking after enquries. Salary: Above Award Work Type: Casual position Tenancy: Permanent",https://jobsearch.gov.au/Job/View/Details/2275201917?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://jobsearch.gov.au/Job/View/Details/2275201917,,,,,,,,,,,,,05_04_2016,Just posted,"Commercial Cleaner and Office Worker - YARRA GLEN
Education:
The most common level of educational attainment for Other Clerical & Administrative Workers is Post Graduate/Graduate Diploma or Graduate Certificate (27.2 per cent).
Description:
This unit group covers Clerical and Administrative Workers not elsewhere classified.
For information about working in Australia contact theDepartment of Immigration and Border ProtectionExternal link. Opens in a new window.
Warning:Jobs may be filled by the time you make an enquiry
Clean rooms, make beds, general office work, bookings, looking after enquries.
Sign in with AusKey to manage your wage subsidy
Wage subsidy
Sign in or register as an employer
Employer
Sign in or register as a job seeker through myGov
Job seeker
Search for jobs in the resources sector right across Australia
Resources Sector Jobs Board
Helping young people to start work or continue their education
Transition to Work
Get real life work experience for up to 4 weeks to gain skills and confidence
National Work Experience Programme
Find activities to build new skills, experience and confidence
Work for the dole
Be your own boss with the New Enterprise Incentive Scheme
Start your own business
Find out your rights if you’re going to have a baby
Support for working parents
Search for jobs for Indigenous Australians
Indigenous jobs
Find work harvesting fruit and vegies
Harvest jobs
Find out how jobactive works
jobactive for job seekers
Your local jobactive provider can help you find and keep a job
Find a provider
Thousands of jobs online right now
Find a job
Trial a job seeker through work experience before you hire them
National Work Experience Programme
Get help to employ workers with disability
Hire people with disability
Get help with your payroll to employ new staff
Get a wage subsidy
All you need to know about hiring an apprentice
Hire an apprentice
Get up to $10,000 for hiring a mature age worker
Restart for over 50s
The latest news in recruitment
jobactive blog
Find out how jobactive works
jobactive for employers
Your local provider can help find candidates at no cost to you
Get help with your recruitment
Advertise to thousands of candidates at no cost to you
Advertise a job
",04-05-2016_11:20,,,,,
7540837,Online Fashion Writer,Australia,TheTrendSpotter is offering internship positions for men’s and women’s fashion and beauty writers who will work directly with the editor-in-chief to produce...,http://www.thetrendspotter.net/careers,http://www.thetrendspotter.net/careers,TheTrendSpotter,,,,,,,,,,,,05_04_2016,Just posted,"THANKS FOR SUBSCRIBING

Get the hottest news delivered to your inbox each week!
SIGN UP FOR OUR NEWSLETTER
The successful candidate will have:

The key responsibilities of this position include:

TheTrendSpotter is offering internship positions for men’s and women’s fashion and beauty writers who will work directly with the editor-in-chief to produce insightful fashion articles. There will be exciting opportunities to attend press showings, fashion weeks and meet designers. We will help you to broaden your experience and further your career path in the fashion industry.

TheTrendSpotter.net is a leading Australian online fashion magazine that covers local and international fashion trends, runways, lookbooks, beauty, events, celebrity style and showcases the latest street style photography from around the world.
Fashion Trends and Style Blog
",04-05-2016_11:20,,,,,
3733846,Volunteer Coordinator,Goulburn NSW,"The Volunteer Coordinators primary role is the recruitment, education and placement of volunteers for Bourke Street Health Service, Goulburn Base Hospital and...",https://nswhealth.erecruit.com.au/ViewPosition.aspx?Id=320221&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://nswhealth.erecruit.com.au/ViewPosition.aspx?Id=320221,Southern NSW Local Health District,,,,,,,,,,,,05_04_2016,Just posted,"Please note that to apply for this position you must be an Australian Citizen or Permanent Resident, or be able to independently and legally live and work in Australia.  For more information, please seewww.immi.gov.au
Australian Citizen/Resident or Independently, Legally Able to Live/Work in Australia

This is a Permanent Part Time position, working 16 hours per week, and classified as Administrative Officer Level 4. This position is located in Goulburn which belongs to Southern NSW Local Health District.
The position is responsible to:
The Volunteer Coordinators primary role is the recruitment, education and placement of volunteers for Bourke Street Health Service, Goulburn Base Hospital and Community Health in accordance with the Southern New South Wales Local Health District policies and procedures.
",04-05-2016_11:20,,,,,
571284,Administration Officer/Receptionist,Western Australia,"Mercy Health is a Catholic organisation employing over 6,500 people who provide compassionate and holistic care through our acute hospitals, aged care...",http://www.careers.mercy.com.au/JobFiles/Detailed-Job.aspx?Job=4156&SearchTerms=&SearchLocation=&SearchClassification=&SearchArea=&SearchWorkType=&SearchMode=Q&Page=3&bid=326,http://www.careers.mercy.com.au/JobFiles/Detailed-Job.aspx?Job=4156&SearchTerms=&SearchLocation=&SearchClassification=&SearchArea=&SearchWorkType=&SearchMode=Q&Page=3&bid=326,Mercy Health,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/130ae8babaa5dded8b8c96f2a3d36ac3.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,130ae8babaa5dded8b8c96f2a3d36ac3.png,/cmp/Mercy-Health?from=SERP&campaignid=serp-linkcompanyname&fromjk=16242665d96ebed3&jcid=ef5000d39d89741c,05_04_2016,Just posted,"
",04-05-2016_11:20,"Mercy Health makes quality healthcare easy to help our patients and community be well in body, mind and spirit. As a premier healthcare provider with more than 80 network locations throughout Cincinnati, Mercy Health has been serving Greater Cincinnati neighborhoods for more than 160 years. At the heart of our services are six award-winning hospitals",,,,
5942498,Replenishment Team Member,Beerwah QLD,We have an exciting opportunity for an energetic and enthusiastic individual to join our Replenishment team. To be considered for this role you need to be able...,https://career10.successfactors.com/career?career_ns=job_listing&company=Woolworths&navBarLevel=JOB_SEARCH&rcm_site_locale=en_GB&career_job_req_id=134761&jobPipeline=Indeed,https://career10.successfactors.com/career?career_ns=job_listing&company=Woolworths&navBarLevel=JOB_SEARCH&rcm_site_locale=en_GB&career_job_req_id=134761,Woolworths Supermarkets,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/53fc243bfd3f57902ebacd9da85e4957.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,53fc243bfd3f57902ebacd9da85e4957.png,/cmp/Woolworths-Limited?from=SERP&campaignid=serp-linkcompanyname&fromjk=8223e6cba537753b&jcid=464ae0580cf56ff6,05_04_2016,Just posted,"Career Opportunities: Replenishment Team Member - Woolworths Beerwah (134761)
The successful applicant for this position will require a flexible availability Monday to Friday 4.00pm - 12.00am Friday and Saturday nights are a must . This is a Casual position for approximately 10 hours per week.Key responsibilities include:• Providing exceptional customer service• Filling and maintaining the presentation of stock during and after trading hours• Effective stock presentation according to company specified guidelines• Working cooperatively in a team environmentTo be considered for this role you need to be able to meet the following selection criteria:• A passion for providing the best customer service experience• Ability to work under pressure to meet replenishment targets• Capacity to work in a physically demanding role• Proficient written and verbal communication• Abide by company policies and procedures• Ability to be able to work a flexible roster• Comply with Occupational Health and Safety policies and procedures

We have an exciting opportunity for an energetic and enthusiastic individual to join our Replenishment team. In this role you will work in a dynamic and fast paced environment responsible for replenishment and merchandising of stock.

",04-05-2016_11:20,"Woolworths Limited is made up of some of the most recognisable and trusted brands in retailing, serving millions of customers every day with great choice, low prices and excellent quality. Our retailing expertise stretches across food & grocery, liquor, petrol, general merchandise and consumer electronics, serving millions of customers each and every",more than $10bn (AUD),10000,Retail,http://www.woolworthslimited.com.au/
